path,bb_x1,bb_y1,bb_x2,bb_y2,width,height,cara_cubierta
10089.jpg,245.82376,194.21472,758.69385,942.44434,1024,1024,1
1009.jpg,235.70084,150.4252,790.3915,1008.12683,1024,1024,1
10090.jpg,156.51398,266.81714,777.1721,915.7041,1024,1024,1
10091.jpg,222.22568,133.57932,798.0155,997.74854,1024,1024,1
10092.jpg,252.2338,174.70615,823.1001,944.24695,1024,1024,1
10093.jpg,142.31848,82.0238,748.51086,960.85925,1024,1024,1
10094.jpg,248.18512,153.8859,761.44226,926.86755,1024,1024,1
10095.jpg,249.05988,202.80884,740.5712,913.44336,1024,1024,1
10096.jpg,206.59106,126.532166,786.45416,917.56036,1024,1024,1
10097.jpg,232.45923,105.749115,820.9143,991.57263,1024,1024,1
10098.jpg,182.3778,164.8287,787.157,923.12195,1024,1024,1
10099.jpg,246.27206,55.653168,931.43787,959.4303,1024,1024,1
101.jpg,240.26389,150.41354,851.6344,988.0227,1024,1024,1
1010.jpg,253.21222,120.6264,848.10284,989.5655,1024,1024,1
10100.jpg,253.159,127.05835,789.61945,942.60596,1024,1024,1
10101.jpg,243.35693,107.84424,864.254,978.4507,1024,1024,1
10102.jpg,279.74805,145.12048,822.817,962.1383,1024,1024,1
10103.jpg,274.12787,119.13336,853.1685,1010.38776,1024,1024,1
10104.jpg,238.45978,87.194305,837.85406,980.3523,1024,1024,1
10105.jpg,265.70453,159.47366,755.23755,1001.2864,1024,1024,1
10106.jpg,253.33951,16.28946,794.37256,959.53687,1024,1024,1
10107.jpg,273.5921,178.2956,857.1353,989.9549,1024,1024,1
10108.jpg,209.64136,181.89233,822.07544,997.87585,1024,1024,1
10109.jpg,207.45316,115.12082,764.4419,1002.3707,1024,1024,1
1011.jpg,217.95529,178.59836,760.5669,934.2871,1024,1024,1
10110.jpg,223.599,127.8519,809.47034,1004.7423,1024,1024,1
10111.jpg,202.13846,176.88693,716.5354,1016.20544,1024,1024,1
10112.jpg,286.6699,138.9136,811.8865,939.41797,1024,1024,1
10113.jpg,195.18729,103.58035,803.2551,960.2993,1024,1024,1
10114.jpg,318.2103,113.68118,843.21484,995.66406,1024,1024,1
10115.jpg,133.68631,60.826996,725.60913,957.312,1024,1024,1
10116.jpg,272.7706,82.09299,848.26074,953.62634,1024,1024,1
10117.jpg,241.57965,275.1047,806.16364,877.48926,1024,1024,1
10118.jpg,275.02838,177.59732,749.539,946.01746,1024,1024,1
10119.jpg,159.95206,141.08145,716.9811,935.9452,1024,1024,1
1012.jpg,185.95978,116.32907,722.7354,980.82166,1024,1024,1
10120.jpg,198.83826,71.263,760.118,960.6132,1024,1024,1
10121.jpg,221.62766,66.58917,777.1929,937.06036,1024,1024,1
10122.jpg,284.5904,175.53345,756.2924,1003.9564,1024,1024,1
10123.jpg,229.53848,147.5076,766.73474,931.61084,1024,1024,1
10124.jpg,189.69107,192.03412,804.1185,990.8315,1024,1024,1
10125.jpg,251.61386,166.19748,829.44836,989.2145,1024,1024,1
10126.jpg,276.4901,168.15231,879.22,958.8739,1024,1024,1
10127.jpg,229.72583,183.59882,781.6088,901.5429,1024,1024,1
10128.jpg,214.72836,241.5044,876.4116,931.72144,1024,1024,1
10129.jpg,252.88904,127.18887,832.1312,974.693,1024,1024,1
1013.jpg,300.70026,239.34311,866.8193,976.8336,1024,1024,1
10130.jpg,312.27734,136.70062,865.3364,983.9936,1024,1024,1
10131.jpg,264.76862,152.02698,800.4902,943.32324,1024,1024,1
10132.jpg,253.90848,176.19803,785.73816,949.68384,1024,1024,1
10133.jpg,303.3781,223.94113,732.70966,897.4817,1024,1024,1
10134.jpg,347.4947,191.85446,842.80756,877.6908,1024,1024,1
10135.jpg,233.49533,306.43497,780.0902,928.41956,1024,1024,1
10136.jpg,362.20642,176.5856,759.8865,959.095,1024,1024,1
10137.jpg,201.90051,162.24948,782.376,949.89136,1024,1024,1
10138.jpg,222.28305,122.43094,770.5176,974.7417,1024,1024,1
10139.jpg,334.88702,135.90637,836.6678,968.6603,1024,1024,1
1014.jpg,226.34589,39.44876,886.71124,970.9563,1024,1024,1
10140.jpg,128.96115,160.01096,785.32007,1019.6168,1024,1024,1
10141.jpg,217.97418,116.85068,793.6499,966.0801,1024,1024,1
10142.jpg,230.32132,200.77698,782.3883,928.0748,1024,1024,1
10143.jpg,312.27808,229.39078,752.4894,882.96216,1024,1024,1
10144.jpg,290.15912,222.19681,874.32025,956.4204,1024,1024,1
10145.jpg,274.9007,147.2279,915.38605,955.7367,1024,1024,1
10146.jpg,157.4089,119.20752,755.08875,995.0045,1024,1024,1
10147.jpg,262.4178,128.08337,784.1857,955.8418,1024,1024,1
10148.jpg,220.38394,201.0857,743.4252,983.2433,1024,1024,1
10149.jpg,324.24545,28.666443,967.57385,977.198,1024,1024,1
1015.jpg,215.2587,74.293915,787.7908,973.58044,1024,1024,1
10150.jpg,250.96701,159.69247,791.9597,984.7455,1024,1024,1
10151.jpg,348.39807,21.517426,936.1583,916.81396,1024,1024,1
10152.jpg,258.00815,173.09848,818.947,1009.75635,1024,1024,1
10153.jpg,78.46854,103.08374,818.67676,968.0691,1024,1024,1
10154.jpg,277.69604,112.110596,809.21606,1016.83923,1024,1024,1
10155.jpg,174.41309,179.86295,734.92694,896.75806,1024,1024,1
10156.jpg,235.37445,346.44504,764.86273,900.4772,1024,1024,1
10157.jpg,191.80399,297.12634,754.5679,957.6981,1024,1024,1
10158.jpg,212.08038,197.26132,881.03534,943.35156,1024,1024,1
10159.jpg,307.32986,163.00021,830.63965,920.79724,1024,1024,1
1016.jpg,242.4519,156.36545,800.8402,992.2832,1024,1024,1
10160.jpg,241.20181,177.27707,792.2412,973.511,1024,1024,1
10161.jpg,224.12833,147.8923,747.46484,945.28687,1024,1024,1
10162.jpg,218.22614,107.758484,789.1592,963.7736,1024,1024,1
10163.jpg,210.04453,136.69702,771.2218,1019.16235,1024,1024,1
10164.jpg,194.87506,180.52542,744.6889,936.2527,1024,1024,1
10165.jpg,277.09854,226.48965,789.964,957.70435,1024,1024,1
10166.jpg,193.05652,115.1275,869.1543,1045.5466,1024,1024,1
10167.jpg,266.91986,151.5867,759.6757,933.97546,1024,1024,1
10168.jpg,375.1798,269.64783,621.39935,701.25385,1024,1024,1
10169.jpg,228.3645,162.11838,759.00323,928.1583,1024,1024,1
1017.jpg,229.6641,132.89459,830.0437,939.63007,1024,1024,1
10170.jpg,221.26617,148.18597,827.76984,982.60736,1024,1024,1
10171.jpg,308.34772,159.23691,905.992,943.1245,1024,1024,1
10172.jpg,272.06213,176.2681,800.99976,964.9252,1024,1024,1
10173.jpg,218.60507,149.69336,810.4536,1013.35315,1024,1024,1
10174.jpg,370.48352,82.519226,845.192,927.38165,1024,1024,1
10175.jpg,170.99182,156.81778,775.87476,1026.1273,1024,1024,1
10176.jpg,204.53128,218.33914,791.82056,919.6284,1024,1024,1
10177.jpg,244.6214,154.26947,783.64703,1004.893,1024,1024,1
10178.jpg,212.68152,119.45758,763.3489,974.21344,1024,1024,1
10179.jpg,205.15625,73.748505,793.22864,1013.21985,1024,1024,1
1018.jpg,226.57172,181.05746,807.7836,955.1439,1024,1024,1
10180.jpg,210.92303,173.97845,756.9188,938.5208,1024,1024,1
10181.jpg,268.98956,144.1383,812.1037,968.2418,1024,1024,1
10182.jpg,233.53622,261.4626,774.85767,871.0489,1024,1024,1
10183.jpg,259.5734,227.75247,812.0028,941.2213,1024,1024,1
10184.jpg,349.9157,134.95462,828.4688,944.5598,1024,1024,1
10185.jpg,210.06543,207.79752,792.86786,945.1366,1024,1024,1
10186.jpg,88.02835,119.01538,744.1321,935.60144,1024,1024,1
10187.jpg,218.27014,173.43555,847.14233,960.16296,1024,1024,1
10188.jpg,171.25717,238.4161,790.67993,920.7528,1024,1024,1
10189.jpg,222.60294,155.19241,792.30994,937.36084,1024,1024,1
1019.jpg,316.46838,105.06857,853.0442,987.83203,1024,1024,1
10190.jpg,218.45026,212.84958,777.9456,937.7501,1024,1024,1
10191.jpg,266.64108,146.48672,760.17664,992.9049,1024,1024,1
10192.jpg,219.33554,95.758514,807.40344,957.94543,1024,1024,1
10193.jpg,210.96252,116.967926,801.65546,994.9027,1024,1024,1
10194.jpg,249.35202,117.678406,853.3867,973.9836,1024,1024,1
10195.jpg,215.95569,108.34549,806.8608,1000.00366,1024,1024,1
10196.jpg,249.97629,161.85104,765.88293,926.526,1024,1024,1
10197.jpg,405.02795,191.77966,908.496,912.09045,1024,1024,1
10198.jpg,246.05292,168.49585,775.19763,926.31946,1024,1024,1
10199.jpg,237.89456,126.72269,772.0831,959.48083,1024,1024,1
102.jpg,294.6353,220.919,772.785,964.3907,1024,1024,1
1020.jpg,259.91983,160.0044,806.63513,975.70764,1024,1024,1
10200.jpg,275.21008,180.94489,761.3801,945.79865,1024,1024,1
10201.jpg,256.98825,124.43405,800.18445,978.4874,1024,1024,1
10202.jpg,189.4183,187.63425,785.24207,928.0646,1024,1024,1
10203.jpg,307.6997,230.14218,845.5786,948.73157,1024,1024,1
10204.jpg,305.59845,241.5292,853.07477,991.0304,1024,1024,1
10205.jpg,308.83386,180.57883,809.25366,984.87354,1024,1024,1
10206.jpg,240.70465,227.60788,820.00507,926.2909,1024,1024,1
10207.jpg,181.58948,114.97067,853.22205,1014.7219,1024,1024,1
10208.jpg,253.43109,142.4725,865.88104,935.5808,1024,1024,1
10209.jpg,296.4391,64.72867,885.276,986.4188,1024,1024,1
1021.jpg,294.19376,112.6185,853.46826,1007.3191,1024,1024,1
10210.jpg,269.70865,209.32977,816.0502,934.44586,1024,1024,1
10211.jpg,206.29236,153.8486,840.9353,993.1449,1024,1024,1
10212.jpg,221.79584,78.87433,872.9483,960.11993,1024,1024,1
10213.jpg,163.53894,21.156647,769.44366,1038.1005,1024,1024,1
10214.jpg,143.4526,138.21872,816.00195,977.45764,1024,1024,1
10215.jpg,193.64374,46.299774,816.29254,998.2716,1024,1024,1
10216.jpg,240.8771,66.12573,780.63904,975.11707,1024,1024,1
10217.jpg,177.0188,135.83133,729.5349,936.2312,1024,1024,1
10218.jpg,227.3292,118.167725,834.9169,953.12085,1024,1024,1
10219.jpg,269.6317,165.39444,768.0786,982.9745,1024,1024,1
1022.jpg,263.29718,187.8855,845.6965,947.5646,1024,1024,1
10220.jpg,134.67786,129.53812,729.8345,971.27954,1024,1024,1
10221.jpg,351.36963,163.56152,881.2666,995.58264,1024,1024,1
10222.jpg,258.86548,207.23111,749.9931,925.35266,1024,1024,1
10223.jpg,251.4163,166.5033,749.42786,944.3834,1024,1024,1
10224.jpg,219.4672,185.55612,754.61743,953.88684,1024,1024,1
10225.jpg,254.69403,147.49902,804.1744,948.5431,1024,1024,1
10226.jpg,236.00122,130.40497,877.7501,1001.69073,1024,1024,1
10227.jpg,137.57996,155.20963,681.5762,952.6509,1024,1024,1
10228.jpg,294.93604,168.08438,761.0415,996.2103,1024,1024,1
10229.jpg,228.52377,129.12851,840.79565,980.77246,1024,1024,1
1023.jpg,261.7323,150.39163,747.67224,962.7578,1024,1024,1
10230.jpg,283.34152,151.39728,880.08606,970.5986,1024,1024,1
10231.jpg,212.50787,168.9754,755.3231,946.93475,1024,1024,1
10232.jpg,232.28595,121.83719,813.9355,979.5864,1024,1024,1
10233.jpg,212.49649,207.40237,772.40173,885.35425,1024,1024,1
10234.jpg,267.1501,137.3446,877.8234,963.50476,1024,1024,1
10235.jpg,167.7826,84.331635,775.2676,1036.537,1024,1024,1
10236.jpg,199.26962,172.49933,808.0211,945.98785,1024,1024,1
10237.jpg,203.69423,209.0597,709.5696,935.6671,1024,1024,1
10238.jpg,264.59918,87.812164,889.6231,1017.19104,1024,1024,1
10239.jpg,283.80832,199.13138,914.8329,967.60693,1024,1024,1
1024.jpg,253.76541,85.984314,814.09485,1004.23737,1024,1024,1
10240.jpg,157.82959,244.46051,748.94745,954.23785,1024,1024,1
10241.jpg,158.82797,236.30331,789.4961,921.2561,1024,1024,1
10242.jpg,294.16986,162.95535,859.1702,1012.74536,1024,1024,1
10243.jpg,302.5982,142.49457,812.48004,985.1894,1024,1024,1
10244.jpg,324.93542,104.043335,779.2649,990.1987,1024,1024,1
10245.jpg,220.93839,213.41516,802.2549,978.14,1024,1024,1
10246.jpg,221.47488,144.60141,776.11426,966.9791,1024,1024,1
10247.jpg,271.67798,175.89142,847.62317,916.24457,1024,1024,1
10248.jpg,301.9068,176.8963,719.7171,938.41315,1024,1024,1
10249.jpg,218.62823,191.15771,766.52844,950.9724,1024,1024,1
1025.jpg,229.17953,190.42685,801.84607,975.96375,1024,1024,1
10250.jpg,258.2954,59.081757,815.92957,1055.1167,1024,1024,1
10251.jpg,221.94159,84.18591,822.86566,982.61865,1024,1024,1
10252.jpg,249.59012,144.94354,802.52673,986.78644,1024,1024,1
10253.jpg,204.29535,149.21225,815.86725,967.7103,1024,1024,1
10254.jpg,260.79742,207.29044,815.9012,964.12683,1024,1024,1
10255.jpg,272.81458,142.3443,757.52344,1029.6816,1024,1024,1
10256.jpg,286.39075,117.056244,830.41296,965.23376,1024,1024,1
10257.jpg,281.25238,193.50317,770.36884,907.76855,1024,1024,1
10258.jpg,264.68665,132.20432,752.3677,913.973,1024,1024,1
10259.jpg,299.45645,107.23251,812.463,981.2478,1024,1024,1
1026.jpg,244.65341,169.44269,763.04614,935.9643,1024,1024,1
10260.jpg,103.36081,148.44772,715.5005,969.6947,1024,1024,1
10261.jpg,226.59155,187.63593,750.43774,910.9637,1024,1024,1
10262.jpg,142.90387,156.53125,721.5421,953.71643,1024,1024,1
10263.jpg,142.90387,156.53125,721.5421,953.71643,1024,1024,1
10264.jpg,256.2296,136.45685,739.2921,932.3487,1024,1024,1
10265.jpg,224.28195,137.38058,821.9761,991.4381,1024,1024,1
10266.jpg,331.71005,142.64294,898.6185,903.44226,1024,1024,1
10267.jpg,271.1012,144.86511,771.5774,991.81335,1024,1024,1
10268.jpg,240.25058,145.38208,734.28406,941.3567,1024,1024,1
10269.jpg,193.87445,9.962372,905.27496,1005.2201,1024,1024,1
1027.jpg,226.62415,123.67639,812.8956,999.3312,1024,1024,1
10270.jpg,259.03348,68.51309,818.28186,934.9509,1024,1024,1
10271.jpg,254.26947,69.66385,847.9351,977.92065,1024,1024,1
10272.jpg,187.94391,243.23544,748.8523,917.6387,1024,1024,1
10273.jpg,213.74866,172.956,748.9525,954.7996,1024,1024,1
10274.jpg,205.95258,167.07397,808.21387,980.46387,1024,1024,1
10275.jpg,197.61847,178.61523,816.182,888.869,1024,1024,1
10276.jpg,282.36935,129.04416,867.83167,910.43445,1024,1024,1
10277.jpg,239.95537,171.08432,743.0804,961.3192,1024,1024,1
10278.jpg,225.40054,118.9389,798.7925,1037.6113,1024,1024,1
10279.jpg,254.95837,92.13852,773.2949,957.19653,1024,1024,1
1028.jpg,227.30035,163.42569,773.62317,984.8629,1024,1024,1
10280.jpg,246.07587,188.48306,789.477,937.04736,1024,1024,1
10281.jpg,241.12967,144.93515,781.2898,974.9009,1024,1024,1
10282.jpg,230.39655,163.505,792.60944,955.09314,1024,1024,1
10283.jpg,312.26468,153.71692,692.1249,994.9883,1024,1024,1
10284.jpg,201.29543,173.38538,702.9503,959.2489,1024,1024,1
10285.jpg,156.59402,42.1893,733.6891,1010.193,1024,1024,1
10286.jpg,271.93262,92.51105,779.69324,992.03253,1024,1024,1
10287.jpg,249.40273,127.73068,752.69916,974.0226,1024,1024,1
10288.jpg,236.4682,169.33524,756.13477,972.2826,1024,1024,1
10289.jpg,219.68378,184.2651,963.85114,987.4574,1024,1024,1
1029.jpg,268.2675,91.86197,985.0985,1013.6322,1024,1024,1
10290.jpg,252.07532,189.94394,781.6444,930.9918,1024,1024,1
10291.jpg,216.36887,208.59003,727.1836,983.1849,1024,1024,1
10292.jpg,160.94104,205.40997,738.73706,967.08405,1024,1024,1
10293.jpg,161.06163,236.29211,622.2161,883.81934,1024,1024,1
10294.jpg,273.59436,131.60104,778.6459,993.4241,1024,1024,1
10295.jpg,338.49838,147.44397,874.21606,943.9335,1024,1024,1
10296.jpg,195.6539,257.85886,816.6144,882.7345,1024,1024,1
10297.jpg,222.07785,109.68039,776.041,987.3257,1024,1024,1
10298.jpg,168.67334,90.54715,836.9825,1009.001,1024,1024,1
10299.jpg,257.5723,181.59021,794.9856,992.381,1024,1024,1
103.jpg,266.06213,91.04352,756.02966,916.3132,1024,1024,1
1030.jpg,248.0149,105.3154,772.9224,1029.9274,1024,1024,1
10300.jpg,181.25943,52.799683,825.2135,917.86285,1024,1024,1
10301.jpg,268.36514,297.13235,793.9752,965.28186,1024,1024,1
10302.jpg,232.87057,171.7952,792.9614,942.24854,1024,1024,1
10303.jpg,173.7799,263.86285,878.30774,942.81464,1024,1024,1
10304.jpg,77.767944,114.29892,757.81995,997.6753,1024,1024,1
10305.jpg,223.68472,177.90585,791.61816,1004.3623,1024,1024,1
10306.jpg,291.3669,179.08664,788.96985,965.8816,1024,1024,1
10307.jpg,133.96573,131.23343,785.7811,932.46716,1024,1024,1
10308.jpg,139.70853,185.3996,704.6389,964.47284,1024,1024,1
10309.jpg,236.76004,215.1832,753.1577,961.57996,1024,1024,1
1031.jpg,152.87186,145.87369,742.2374,992.55566,1024,1024,1
10310.jpg,238.37054,216.68375,760.6512,956.61536,1024,1024,1
10311.jpg,254.13162,209.71725,774.20996,999.10876,1024,1024,1
10312.jpg,236.51395,34.988617,830.75,985.5785,1024,1024,1
10313.jpg,177.08847,171.84128,666.64075,915.50854,1024,1024,1
10314.jpg,192.37775,62.959106,748.8687,1014.4889,1024,1024,1
10315.jpg,199.04495,148.43588,795.1151,952.9675,1024,1024,1
10316.jpg,221.84268,148.13293,749.44055,960.6985,1024,1024,1
10317.jpg,265.8469,209.07135,850.2147,934.311,1024,1024,1
10318.jpg,255.72194,165.57458,767.0032,972.6354,1024,1024,1
10319.jpg,237.84958,121.72046,831.34985,959.51355,1024,1024,1
1032.jpg,291.56412,150.95374,875.84985,956.8192,1024,1024,1
10320.jpg,203.55774,187.64755,777.9094,959.4889,1024,1024,1
10321.jpg,266.2171,195.91434,858.4129,945.0636,1024,1024,1
10322.jpg,290.48398,126.93112,858.1013,976.29236,1024,1024,1
10323.jpg,328.4876,145.7933,809.8923,1000.692,1024,1024,1
10324.jpg,201.13025,173.38199,723.38837,927.9513,1024,1024,1
10325.jpg,279.35455,161.18271,748.04987,957.10095,1024,1024,1
10326.jpg,201.08557,181.40714,830.6155,962.1929,1024,1024,1
10327.jpg,265.01245,148.05594,770.2428,987.8618,1024,1024,1
10328.jpg,235.61674,188.0939,733.0773,905.536,1024,1024,1
10329.jpg,267.07986,157.13342,862.4761,995.0222,1024,1024,1
1033.jpg,245.96564,171.72928,789.0151,936.5764,1024,1024,1
10330.jpg,244.67358,151.06631,817.5414,920.62634,1024,1024,1
10331.jpg,257.10614,70.98526,994.727,1029.0028,1024,1024,1
10332.jpg,233.0795,159.36273,794.7112,951.04047,1024,1024,1
10333.jpg,225.98953,150.50375,875.58276,959.937,1024,1024,1
10334.jpg,291.98703,155.56586,837.5228,923.94696,1024,1024,1
10335.jpg,241.31998,108.97696,760.45776,1015.99,1024,1024,1
10336.jpg,221.3808,116.000275,783.5364,977.25684,1024,1024,1
10337.jpg,260.03854,194.61356,780.2466,966.875,1024,1024,1
10338.jpg,248.12506,311.7969,799.96796,924.3113,1024,1024,1
10339.jpg,258.12628,162.28592,893.2038,950.39185,1024,1024,1
1034.jpg,220.76843,219.76733,798.8679,973.0206,1024,1024,1
10340.jpg,224.40244,178.66745,893.0792,996.1354,1024,1024,1
10341.jpg,217.04742,108.50372,837.6962,979.13556,1024,1024,1
10342.jpg,240.72601,194.87064,795.5561,962.9889,1024,1024,1
10343.jpg,226.52368,2.4432373,847.3961,1038.9385,1024,1024,1
10344.jpg,300.46204,148.15921,723.0526,924.3113,1024,1024,1
10345.jpg,159.23749,182.41321,741.0085,901.69385,1024,1024,1
10346.jpg,328.84866,134.61383,912.5664,967.6872,1024,1024,1
10347.jpg,283.15363,148.1661,859.07465,959.93567,1024,1024,1
10348.jpg,345.01492,210.1915,839.5664,985.67896,1024,1024,1
10349.jpg,283.84744,155.7514,807.6001,968.4847,1024,1024,1
1035.jpg,223.3153,202.5917,761.1921,936.4352,1024,1024,1
10350.jpg,268.42053,306.74887,718.1311,837.3064,1024,1024,1
10351.jpg,238.34875,56.41629,890.22,1019.0525,1024,1024,1
10352.jpg,233.79391,174.7313,817.022,932.02905,1024,1024,1
10353.jpg,268.6705,169.47531,833.35315,955.2389,1024,1024,1
10354.jpg,275.92822,259.52377,777.49475,903.7577,1024,1024,1
10355.jpg,252.50912,183.55362,788.8772,971.18335,1024,1024,1
10356.jpg,348.16418,139.84299,823.2257,949.78674,1024,1024,1
10357.jpg,173.94589,209.6741,763.9852,990.4297,1024,1024,1
