path,oclussion,type,img_path
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\10545.png,0.16948288810213497,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\10545.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\10555.png,0.32851668196393025,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\10555.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\10557.png,0.12806835645565362,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\10557.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\10562.png,0.32625368935940247,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\10562.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\10583.png,0.10369259053697799,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\10583.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\10588.png,0.15670348999906725,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\10588.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\10593.png,0.3563321591624685,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\10593.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\106.png,0.6373467894005558,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\106.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\10602.png,0.21054524329856983,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\10602.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\10604.png,0.1827775568447647,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\10604.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\10608.png,0.33708330515924,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\10608.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\10621.png,0.3885414208166156,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\10621.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\1065.png,0.2859263657957245,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\1065.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\10665.png,0.2295082842970968,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\10665.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\10667.png,0.12657981198139,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\10667.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\10685.png,0.2752764792205631,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\10685.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\1072.png,0.281198003327787,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\1072.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\10727.png,0.2748688680222805,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\10727.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\10748.png,0.19512479342345013,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\10748.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\1075.png,0.5750291238815829,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\1075.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\10760.png,0.540809018377666,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\10760.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\10763.png,0.5166477521249305,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\10763.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\10771.png,0.3908286752836011,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\10771.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\10784.png,0.14544889073190959,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\10784.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\10792.png,0.3747254048223517,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\10792.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\1082.png,0.2737233241029756,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\1082.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\1083.png,0.0818679976520601,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\1083.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\10832.png,0.6425820880048578,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\10832.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\10846.png,0.5076457574180114,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\10846.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\10867.png,0.256279757018552,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\10867.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\10871.png,0.47611605476998453,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\10871.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\10879.png,0.3780704288154083,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\10879.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\1090.png,0.14979550309481438,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\1090.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\10931.png,0.42929645319378684,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\10931.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\10939.png,0.062322453475563755,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\10939.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\10958.png,0.7715142437196361,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\10958.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\10964.png,0.10776228141084021,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\10964.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\10987.png,0.21930672657216388,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\10987.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\1100.png,0.34933761804826857,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\1100.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\11011.png,0.3380580171409552,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\11011.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\11031.png,0.5516225827961769,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\11031.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\11041.png,0.3179228462119781,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\11041.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\11042.png,0.21388253157871573,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\11042.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\11063.png,0.2992717937971501,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\11063.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\11079.png,0.5377877291370219,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\11079.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\11086.png,0.20608902655882522,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\11086.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\11089.png,0.19208437018604096,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\11089.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\11092.png,0.2579081737135992,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\11092.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\1110.png,0.4225984518798601,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\1110.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\1111.png,0.17944068238051825,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\1111.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\11138.png,0.28930088730555614,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\11138.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\11144.png,0.3713353999758444,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\11144.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\11146.png,0.14339583297131042,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\11146.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\11180.png,0.23306989037879833,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\11180.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\11188.png,0.16221789204281056,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\11188.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\11217.png,0.06964801540601262,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\11217.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\11221.png,0.4329979276422561,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\11221.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\11237.png,0.390965445057051,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\11237.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\11242.png,0.2431610283385598,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\11242.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\1125.png,0.44417695340270147,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\1125.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\11256.png,0.14962814728377238,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\11256.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\11267.png,0.6619646223636149,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\11267.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\11274.png,0.5464813300924951,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\11274.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\11279.png,0.5039784365181319,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\11279.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\11281.png,0.21206288010425722,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\11281.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\11285.png,0.6390701648424495,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\11285.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\11300.png,0.24188211722103248,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\11300.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\11333.png,0.34511490353079555,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\11333.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\1134.png,0.18447421751857684,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\1134.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\11345.png,0.3440708090430826,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\11345.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\11349.png,0.1950002850464626,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\11349.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\11353.png,0.2965695303767377,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\11353.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\11354.png,0.07003342864526452,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\11354.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\11368.png,0.40577443415269643,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\11368.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\1137.png,0.0743656981114762,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\1137.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\11376.png,0.20540920009473007,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\11376.jpg
C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\mask\11384.png,0.351727671201685,RandOcc,C:\Users\isaac\PycharmProjects\high_quality_oclussion_aug\RandOcc\img\11384.jpg
